Region,Site,Reference,Indicator,Latitude (N),Longitude (E),RSL (m),RSL +1s,RSL -1s,Age (CE),Age +2s,Age -2s
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.47,0.11,0.11,551,27,27
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.42,0.11,0.11,564,22,22
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.39,0.11,0.11,573,19,19
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.38,0.1,0.1,585,20,20
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.37,0.1,0.1,604,28,28
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.33,0.11,0.11,626,32,32
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.3,0.1,0.1,666,17,17
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.28,0.1,0.1,685,19,19
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.24,0.1,0.1,699,24,24
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.21,0.1,0.1,708,28,28
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.18,0.12,0.12,720,29,29
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.17,0.11,0.11,732,30,30
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.13,0.1,0.1,747,26,26
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.12,0.09,0.09,767,36,36
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.09,0.1,0.1,787,44,44
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.06,0.1,0.1,804,49,49
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-2.03,0.11,0.11,819,49,49
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-1.99,0.09,0.09,835,48,48
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-1.93,0.11,0.11,849,41,41
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-1.92,0.09,0.09,871,47,47
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-1.89,0.09,0.09,907,45,45
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-1.84,0.1,0.1,939,37,37
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-1.83,0.09,0.09,967,37,37
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-1.78,0.11,0.11,1010,35,35
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-1.78,0.1,0.1,1029,46,46
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-1.64,0.07,0.07,1173,106,106
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-1.5,0.08,0.08,1248,88,88
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-1.46,0.07,0.07,1286,73,73
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-1.3,0.1,0.1,1420,40,40
"New Jersey, USA",Leeds Point,Kemp et al. (2013),foraminifera and stable carbon isotopes,39.496,-74.418,-1.29,0.09,0.09,1463,20,20
"New Jersey, USA",Brigantine Marsh,Donnelly et al. (2004a); Compiled in Horton et al. (2013),plants,39.42,-74.35,-2.6,0.34,0.34,615,51,51
"New Jersey, USA",Brigantine Marsh,Donnelly et al. (2004a); Compiled in Horton et al. (2013),plants,39.42,-74.35,-0.82,0.34,0.34,1482,149,149
"New Jersey, USA",Brigantine Marsh,Donnelly et al. (2004a); Compiled in Horton et al. (2013),plants,39.42,-74.35,-0.96,0.34,0.34,1552,90,90
"New Jersey, USA",Brigantine Marsh,Donnelly et al. (2004a); Compiled in Horton et al. (2013),plants,39.42,-74.35,-0.85,0.34,0.34,1737,213,213
"New Jersey, USA",Brigantine NWR,Stuiver and Daddario (1963); Compiled in Horton et al. (2013),plants,39.49,-74.43,-2.55,0.38,0.38,129,101,101
"New Jersey, USA",Cheesequake Marsh,Cinquemani et al. (1982); Compiled in Horton et al. (2013),plants,40.4,-74.3,-2.85,0.43,0.43,11,367,367
"New Jersey, USA",Cheesequake Marsh,Cinquemani et al. (1982); Compiled in Horton et al. (2013),plants,40.4,-74.3,-2.62,0.42,0.42,826,386,386
"New Jersey, USA",Great Bay,Miller et al. (2009); Compiled in Horton et al. (2013),plants,39.51,-74.32,-1.45,0.15,0.15,817,124,124
"New Jersey, USA",Sea Island City,Cinquemani et al. (1982); Compiled in Horton et al. (2013),plants,39.2,-74.7,-2.81,0.4,0.4,-482,283,283
"New Jersey, USA",Sea Island City,Cinquemani et al. (1982); Compiled in Horton et al. (2013),plants,39.2,-74.7,-1.31,0.4,0.4,1082,309,309
"New Jersey, USA",Sea lsland City,Pardi et al. (1984); Compiled in Horton et al. (2013),plants,39.18,-74.73,-3.51,0.4,0.4,-394,351,351
"New Jersey, USA",Whale Beach,Donnelly et al. (2001); Compiled in Horton et al. (2013),plants,39.18,-74.67,-1.27,0.4,0.4,1367,70,70
"New Jersey, USA",Whale Beach,Donnelly et al. (2001); Compiled in Horton et al. (2013),plants,39.18,-74.67,-0.79,0.4,0.4,1568,93,93
"New Jersey, USA",Whale Beach,Donnelly et al. (2001); Compiled in Horton et al. (2013),plants,39.18,-74.67,-0.89,0.4,0.4,1705,245,245
"New Jersey, USA",Whale Beach,Donnelly et al. (2001); Compiled in Horton et al. (2013),plants,39.18,-74.67,-0.94,0.4,0.4,1736,214,214
"New Jersey, USA",Whale Beach,Donnelly et al. (2001); Compiled in Horton et al. (2013),plants,39.18,-74.67,-0.66,0.4,0.4,1737,213,213
"New Jersey, USA",Whale Beach,Donnelly et al. (2001); Compiled in Horton et al. (2013),plants,39.18,-74.67,-0.55,0.4,0.4,1740,210,210
"New Jersey, USA",Whale Beach,Donnelly et al. (2001); Compiled in Horton et al. (2013),plants,39.18,-74.67,-0.66,0.4,0.4,1813,137,137
"New Jersey, USA",Whale Beach,Donnelly et al. (2001); Compiled in Horton et al. (2013),plants,39.18,-74.67,-0.57,0.4,0.4,1817,133,133
New Zealand,Blueskin Bay,Gibb (1986),shells,-45.72,170.35,0,0.25,0.25,-299,98,98
New Zealand,Blueskin Bay,Gibb (1986),shells,-45.72,170.35,-0.5,0.45,0.45,15,117,117
New Zealand,Blueskin Bay,Gibb (1986),shells,-45.72,170.35,0.02,0.45,0.45,1136,116,116
New Zealand,Blueskin Bay,Gibb (1986),shells,-45.72,170.35,0,0.25,0.25,1525,95,95
New Zealand,Pounawea,Gehrels et al. (2008),foraminifera,-46.47,169.7,-0.22,0.2,0.2,417,151,151
New Zealand,Pounawea,Gehrels et al. (2008),foraminifera,-46.47,169.7,-0.39,0.05,0.05,1525,90,90
New Zealand,Pounawea,Gehrels et al. (2008),foraminifera,-46.47,169.7,-0.31,0.05,0.05,1815,1,1
New Zealand,Pounawea,Gehrels et al. (2008),foraminifera,-46.47,169.7,-0.29,0.07,0.07,1880,5,5
New Zealand,Pounawea,Gehrels et al. (2008),foraminifera,-46.47,169.7,-0.29,0.05,0.05,1895,5,5
New Zealand,Pounawea,Gehrels et al. (2008),foraminifera,-46.47,169.7,-0.2,0.05,0.05,1935,1,1
New Zealand,Pounawea,Gehrels et al. (2008),foraminifera,-46.47,169.7,-0.13,0.05,0.05,1948,3,3
New Zealand,Pounawea,Gehrels et al. (2008),foraminifera,-46.47,169.7,-0.03,0.05,0.05,1955,5,5
New Zealand,Pounawea,Gehrels et al. (2008),foraminifera,-46.47,169.7,-0.01,0.05,0.05,1965,1,1
New Zealand,Pounawea,Gehrels et al. (2008),foraminifera,-46.47,169.7,-0.02,0.05,0.05,1986,1,1
New Zealand,Pounawea,Gehrels et al. (2008),foraminifera,-46.47,169.7,0.03,0.05,0.05,1991,1,1
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-2.55,0.08,0.08,-120,59,59
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-2.51,0.08,0.08,-84,63,63
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-2.5,0.06,0.06,-33,69,69
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-2.42,0.05,0.05,-3,69,69
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-2.42,0.07,0.07,17,67,67
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-2.42,0.09,0.09,37,65,65
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-2.42,0.06,0.06,57,63,63
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-2.41,0.06,0.06,94,60,60
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-2.28,0.06,0.06,132,65,65
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-2.28,0.05,0.05,164,69,69
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-2.22,0.06,0.06,237,68,68
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-2.19,0.05,0.05,290,62,62
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-2.16,0.05,0.05,318,58,58
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-2.06,0.05,0.05,354,59,59
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-2.14,0.05,0.05,375,59,59
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-2.02,0.05,0.05,407,56,56
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-2.05,0.07,0.07,450,48,48
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.98,0.06,0.06,471,48,48
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.94,0.05,0.05,495,52,52
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.96,0.04,0.04,512,52,52
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.86,0.06,0.06,538,50,50
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.91,0.06,0.06,572,46,46
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.87,0.05,0.05,611,54,54
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.89,0.05,0.05,620,56,56
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.85,0.04,0.04,653,61,61
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.76,0.04,0.04,674,62,62
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.71,0.04,0.04,696,61,61
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.7,0.04,0.04,707,60,60
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.73,0.06,0.06,717,58,58
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.72,0.06,0.06,729,56,56
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.66,0.05,0.05,780,58,58
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.62,0.05,0.05,804,60,60
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.62,0.06,0.06,821,59,59
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.58,0.06,0.06,845,59,59
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.58,0.06,0.06,862,57,57
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.54,0.05,0.05,889,52,52
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.52,0.05,0.05,932,41,41
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.46,0.05,0.05,966,39,39
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.44,0.06,0.06,979,36,36
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.4,0.05,0.05,1006,27,27
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.39,0.05,0.05,1029,32,32
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.36,0.05,0.05,1040,35,35
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.34,0.05,0.05,1058,38,38
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.32,0.06,0.06,1075,40,40
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.29,0.05,0.05,1094,40,40
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.26,0.06,0.06,1119,41,41
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.23,0.06,0.06,1131,40,40
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.2,0.05,0.05,1152,40,40
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.15,0.06,0.06,1167,39,39
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.15,0.05,0.05,1184,39,39
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.14,0.05,0.05,1196,38,38
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.11,0.06,0.06,1213,35,35
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.04,0.05,0.05,1231,30,30
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.03,0.06,0.06,1246,26,26
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.99,0.05,0.05,1262,22,22
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-1.01,0.06,0.06,1284,19,19
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.93,0.06,0.06,1307,28,28
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.93,0.05,0.05,1331,37,37
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.87,0.06,0.06,1360,38,38
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.82,0.05,0.05,1392,30,30
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.81,0.05,0.05,1416,24,24
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.78,0.06,0.06,1443,32,32
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.76,0.06,0.06,1461,39,39
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.74,0.05,0.05,1479,42,42
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.73,0.07,0.07,1488,43,43
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.72,0.05,0.05,1515,41,41
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.72,0.05,0.05,1559,38,38
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.65,0.05,0.05,1575,37,37
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.66,0.06,0.06,1590,34,34
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.63,0.06,0.06,1629,38,38
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.59,0.05,0.05,1639,40,40
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.59,0.04,0.04,1648,40,40
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.58,0.04,0.04,1657,40,40
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.57,0.04,0.04,1676,36,36
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.56,0.06,0.06,1697,29,29
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.52,0.05,0.05,1726,21,21
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.47,0.07,0.07,1739,26,26
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.5,0.05,0.05,1751,27,27
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.47,0.06,0.06,1764,24,24
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.44,0.06,0.06,1777,18,18
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.45,0.06,0.06,1793,20,20
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.42,0.06,0.06,1811,25,25
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.41,0.07,0.07,1822,30,30
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.41,0.05,0.05,1831,33,33
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.39,0.06,0.06,1840,35,35
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.39,0.06,0.06,1849,35,35
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.35,0.05,0.05,1877,22,22
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.32,0.06,0.06,1904,6,6
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.28,0.07,0.07,1909,5,5
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.3,0.06,0.06,1915,5,5
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.32,0.05,0.05,1922,5,5
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.31,0.05,0.05,1926,5,5
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.25,0.05,0.05,1931,5,5
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.23,0.05,0.05,1933,5,5
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.27,0.06,0.06,1934,4,4
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.19,0.04,0.04,1935,4,4
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.22,0.07,0.07,1937,4,4
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.21,0.06,0.06,1938,4,4
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.17,0.08,0.08,1940,3,3
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.17,0.09,0.09,1942,3,3
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.25,0.05,0.05,1944,3,3
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.19,0.05,0.05,1948,3,3
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.17,0.05,0.05,1957,2,2
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.17,0.05,0.05,1959,2,2
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.18,0.05,0.05,1961,2,2
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.16,0.05,0.05,1965,2,2
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.1,0.05,0.05,1969,2,2
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.11,0.05,0.05,1973,3,3
"North Carolina, USA",Sand Point,Kemp et al. (2011),foraminifera,35.885,-75.681,-0.07,0.05,0.05,1977,3,3
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-1.33,0.03,0.03,992,193,193
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-1.3,0.03,0.03,1012,179,179
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-1.3,0.03,0.03,1025,168,168
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-1.23,0.03,0.03,1044,153,153
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-1.26,0.03,0.03,1077,125,125
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-1.22,0.03,0.03,1097,107,107
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-1.23,0.03,0.03,1110,96,96
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-1.21,0.04,0.04,1131,76,76
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-1.08,0.03,0.03,1148,68,68
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-1.08,0.03,0.03,1167,63,63
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-1.05,0.03,0.03,1180,59,59
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-1.01,0.03,0.03,1200,52,52
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-1,0.03,0.03,1215,46,46
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.97,0.03,0.03,1243,46,46
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.96,0.03,0.03,1261,46,46
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.97,0.03,0.03,1286,46,46
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.88,0.03,0.03,1345,42,42
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.84,0.03,0.03,1362,40,40
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.84,0.03,0.03,1388,34,34
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.82,0.03,0.03,1413,25,25
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.73,0.03,0.03,1447,28,28
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.71,0.03,0.03,1467,30,30
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.67,0.03,0.03,1490,30,30
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.65,0.03,0.03,1522,34,34
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.66,0.03,0.03,1542,35,35
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.63,0.03,0.03,1571,32,32
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.59,0.03,0.03,1591,27,27
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.56,0.03,0.03,1604,27,27
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.64,0.03,0.03,1623,28,28
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.63,0.03,0.03,1641,29,29
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.62,0.03,0.03,1650,28,28
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.57,0.03,0.03,1667,26,26
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.56,0.03,0.03,1692,29,29
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.53,0.03,0.03,1715,33,33
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.54,0.03,0.03,1727,33,33
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.48,0.03,0.03,1760,29,29
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.43,0.03,0.03,1785,21,21
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.46,0.03,0.03,1826,16,16
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.46,0.04,0.04,1833,18,18
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.4,0.03,0.03,1852,19,19
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.4,0.03,0.03,1865,18,18
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.39,0.04,0.04,1877,14,14
"North Carolina, USA",Tump Point,Kemp et al. (2011),foraminifera,34.971,-76.38,-0.38,0.04,0.04,1890,8,8
